RepRapFirmware height map file v2 generated at 2020-06-09 13:43, min error -0.151, max error 0.089, mean -0.006, deviation 0.061
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,580.00,0.00,580.00,-1.00,82.86,82.86,8,8
 -0.014, -0.011, -0.073, -0.069, -0.095, -0.078, -0.029, -0.023
 -0.060,  0.008, -0.026, -0.001, -0.030, -0.007,  0.020,  0.007
 -0.082,  0.025,  0.042,  0.083,  0.066,  0.058,  0.069,  0.028
 -0.131, -0.022,  0.026,  0.066,  0.029,  0.055,  0.055,  0.020
 -0.115,  0.014,  0.070,  0.089,  0.045,  0.083,  0.072,  0.057
 -0.109, -0.050,  0.001,  0.022,  0.009,  0.017,  0.055,  0.024
 -0.040,  0.013,  0.011,  0.023,  0.008,  0.039,  0.057,  0.032
 -0.055, -0.073, -0.125, -0.095, -0.151, -0.113, -0.078, -0.047
